abstract,pred,true
"1 Popular ideas about language 2 Language and identity 3 The structure of language 4 The medium of language: speaking and listening 5 The medium of language: reading and writing 6 The medium of language: signing and seeing 7 Child language acquisition 8 Language, brain and handicap 9 The languages of the world 10 Language in the world 11 Language and communication Appendices 1 Glossary 2 Special symbols and abbreviations used in The Encyclopedia of Language 3 Table of the world's languages 4 Further reading 5 References 6 Index of langauges, families, dialects and scripts 7 Index of authors and personalities 8 Index of topics",0,1
"This article examines constructions involving DP-final demonstratives, possessive adjectives, indefinite quantifiers, and demonstrative reinforcers in several Romance languages. Across these languages the DP-final position of these elements yields a focus interpretation, whereas the prenominal position yields a neutral interpretation. Other approaches to these sorts of facts have (tacitly) treated the two available word orders as equivalent constructions. They have not considered, and so cannot easily account for, the distinct interpretation that each of the word orders yields. Under the assumption that the prenominal position of these elements is basic, the current approach develops the idea that the DP-final element is “stranded” DP finally as a result of the leftward movement of a syntactic phrase consisting of an extended NP. The facts examined here recall those characterizing the expression of focus in the Romance clause, recently analyzed as a case of scrambling (Ordóñez 1997, Zubizarreta 1998). If on the right track, the current analysis therefore provides further evidence for the parallelism between noun phrases and clauses. In certain Romance languages, an intermediate (postnominal) position is also available for these DP elements , although the interpretation associated with this position does not exactly match that of either the prenominal or DP-final position. It is proposed that the intermediate position is derived by crossing the noun over the demonstrative (reinforcer), possessive, or indefinite quantifier, whose base positions within DP are relatively high. The prediction then is that only those languages with robust noun movement (that is, movement to a relatively high functional head) will exhibit this word order.",0,1
"Predication is widely considered to be a fundamental feature of human language and conceptual structure. This article offers a reassessment of the central role that predication plays within current theories of grammar, by calling into question the universality of predication and its nature as a primitive, irreducible notion. It proposes a new definition of predicate, as a complex emergent entity derived from the alignment of two independent elements of conceptual structure: thematic role assignment and headedness.",0,1
"Even though ASL isnt as easy to learn as it may seem at first, more and more students are enrolling in ASL courses at both the secondary and university levels and choosing ASL as a primary area of study. For this reason the demand for ASL teachers is increasing, and the need for ASL teacher-preparation programs (ASL TPPs) has increased. Therefore, to assess present and future standards, an examination of the current ASL TPPs in the United States was called for. This article compares three ASL TPPs and examines them for compliance with national teaching standards. The analysis of each site highlights four areas: (a) the program, (b) curriculum development, (c) admission and enrollment requirements, and (d) the courses. Following the curricular narratives of these schools is a comparison of their programs with the trends in national standards. The article ends with some recommendations for upgrading the existing and new ASL TPPs.",0,1
Cet article propose un dispositif pédagogique de niveau Bac+5 permettant aux étudiants d'acquérir les bases linguistiques les rendant aptes à gérer la documentation multimédia d'une entreprise. L'analyse lexicale et grammaticale d'un panier de petits corpus de documents collectés sur Internet représente une base solide pour maîtriser la compréhension rapide de textes.,0,1
"A previous study (Lew and Mitton 2011) found that the leading monolingual English learners’ dictionaries in their online versions coped poorly with misspelled words as search terms. This paper reports on a repeat of this study in 2012, which obtained similar results, though some changes from 2011 are noted. As in 2011, the performance of the dictionaries was compared with that of an experimental context-free spellchecker, and again the online dictionaries were found wanting. The new data were also subjected to a cluster analysis which showed how the dictionaries could be grouped based solely on their performance.",0,1
"Des etudes ont souligne l'importance des adpositions (prepositions et postpositions) en tant que parametres dans la typologie de l'ordre des mots. Les As. utilisent un logiciel standard de l'analyse statistique pour classer 130 langues par rapport a 19 parametres de l'ordre des mots. Les 130 langues se trouvent nettement divisees en deux groupes: 1) les langues prepositionnelles, 2) les langues postpositionnelles et sans adposition",0,1
"<titre>R&#233;sum&#233;</titre>Le d&#233;sir d&#8217;appuyer le travail des sciences du langage sur de larges collections de donn&#233;es orales (&#171;&#160;grands corpus&#160;&#187;) est, de nos jours, largement partag&#233; par les linguistes. Au moment o&#249; de tels outils se multiplient pour le fran&#231;ais, il importe d&#8217;&#234;tre sensible &#224; tous les facteurs qui en garantissent la fiabilit&#233;, lors des diff&#233;rentes &#233;tapes de l&#8217;obtention des donn&#233;es&#160;: mise au point sur le terme de &#171;&#160;corpus&#160;&#187;, r&#233;flexion sur le rapport au terrain et &#224; l&#8217;oralit&#233;, sur la notion de repr&#233;sentativit&#233; (genres et/ou identit&#233;s des locuteurs), pratiques de sollicitation de donn&#233;es, et enfin transcription.",0,1
"It is well known that children in the early stages of language acquisition frequently drop arguments—most often subjects, but also direct objects (Bloom (1970), Pinker (1984), Radford (1990), Valia...",0,1
"Part I. Perspectives: 1. Language, cognition and culture in developmental perspective 2. Emergence of human minds in evolution and development 3. Evolution and development of the hybrid mind Part II. Developing Representational Systems: 4. Early cognition: episodic to mimetic childhood in a hybrid culture 5. The emergence of mediating language 6. Memory in early childhood: the emergence of the historical self 7. The emergence of the storied mind Part III. Developing Conceptual Systems: 8. The emergence of the paradigmatic mind 9. The emergence of the temporal mind 10. The emergence of the projective mind Part IV. Conclusions: 11. Collaborative construction of the mediated mind.",0,1
"The new concept of heroism, created in the Soviet world in the 1930s, relied heavily on Arctic theme. The plots that make up the domestic Arctic epos are well known. There isn’t full-fledged narrative about the polar heroine among them, although a request for its appearance was formed at a certain period in Soviet culture, and even attempts to create it were made. This lacuna deserves to attract the research interest. The Arctic discourse of the 1920–1930s. largely anticipated the space theme of the 1960s; the absence in the pantheon of the Soviet conquerors of the Arctic “polar Tereshkova” has a certain meaning. In fact, European women in the Soviet Arctic appeared from the beginning of the 1920s. As a rule, these were wives who supported their husbands- explorers and remained in their shadow. In the literature canonizing polar heroes these women are not often mentioned, and their rare stories are noticeably tailored to the plot of the wives of the Decembrists. Nina Demme, “the world’s first woman – polar explorer”, as Soviet media called her, tried to create a completely different story about herself. Demme sought not only to compete with men on an equal footing in the Arctic world, but also to prove her own – female – superiority. However, the legend did not work out. The article discusses the attempt to canonize the woman – polar explorer and the reasons for its failure.",0,1
"In a representative democracy, some decide in the name of the rest. These elected officials are commonly gathered in public assemblies, such as parliaments, where they discuss policies, legislate, and vote on fundamental initiatives. A core aspect of such democratic processes are the plenary debates, where important public discussions take place. Many parliaments around the world are increasingly keeping the transcripts of such debates and other parliamentary data in digital formats that are accessible to the public. This is meant to increase transparency and accountability, but these records are often only provided as raw text or even as images, with little, if any, annotation and in inconsistent formats, making them difficult to analyse. Here, we present ptarl-d, an annotated corpus of debates in the Portuguese Parliament, covering the years 1976 to 2019 and representing the entire period of Portuguese democracy.",0,1
"People do not always want to verbalize what they really mean. instead, they spend time carefully choosing their words and syntactic structures. When they finally utter them, it often happens that the addressees feel that the speakers meant more than their words actually said.",0,1
"The above obituary has been updated to include the name of the editor as the author. The publishers would like to apologise for this error. Ruslan Mitkov, Executive Editor",0,1
"L'A. examine l'opinion selon laquelle les innovations naitraient en principe dans le centre d'un domaine linguistique et les archaismes persisteraient de preference dans les zones laterales. En analysant des donnees statistiques en espagnol, francais, italien et roumain, il montre que cette opinion est erronee et que c'est en realite la chronologie qui decide du caractere archaique",0,1
"Alle lykischen Belege für die Mindis werden nach Formeln geordnet angeführt, für sich ausgewertet und mit den auf zwei reduzierten griechischen Belegen verglichen. In der Hauptsache geht es um eine an die Mindis entrichtete oder zu entrichtende Gebühr, wie bei dem einen griechischen Beleg von Telmessos. Eine Mitwirkung bei Bestattungen darf aus den lykischen Inschriften nicht herausgelesen werden, und für ihre Aufgaben ist die griechische Inschrift des ‚Ionischen Grabes‘ in Kyaneai am aufschlußreichsten: Vorgeschrieben ist da die Beiziehung bei Graböffnungen in beratender Funktion. Im Fall der Zuwiderhandlung wird die Mindis zur Verhinderung und Bestrafung ermächtigt. Letzteres spiegelt sich auch in lykischen Strafformeln wider, in denen die „Eide“ oder Organe der Mindis strafen sollen. Der von der Mindis geleistete Eid wird aber auch öfters in Gebührenformeln genannt.",0,1
"1. OVERVIEW OF A THEORY OF AGREEMENT. Any treatment of morphosyntactic agreement must face those aberrant cases of HYBRID or MIXED agreement. In certain situations for example a noun triggers one set of agreement features on adjectives but the NP headed by that noun triggers a different set of agreement features on verbs or coreferential pronouns; or a noun triggers masculine features on adjectives and pronouns but belongs to the declension class normally reserved for feminine nouns, and so on. These exceptional cases also shed light on regular agreement processes. We present a theory of agreement and apply it to Serbo-Croatian, which, like its Slavic relatives, is richly endowed with regular and hybrid agreement. The mixed agreement patterns that are predicted by the theory, and no others, are attested in that language. Our theory may be summarized as follows. An inflected noun has two different feature sets that determine the agreement values it triggers: CONCORD features (case, number, and gender, for Serbo-Croatian); and the person, number, and gender features of the REFERENTIAL INDEX (Pollard & Sag 1994).1 The concord feature of gender for a given noun is closely related to that noun's declension class, as schematized in 1.",0,1
"THE MORE general adoption of simplified spelling has again been recently urged by a number of writers and others, this time the emphasis falling on the idea that the orthography of the English language needs to be simplified in order that it might more readily be accepted as the universal language of the world. So much renewed emphasis in print brings to mind the experience of the United States Government Printing Office with a simplified spelling list of 300 common words spelled in two or more ways, and with simplified spelling generally. This experience is recited here for whatever value it may have historically, without the slightest inclination to enter into a consideration of the merits of simplified orthography. On August 27, 1906, President Theodore Roosevelt addressed a letter to the Public Printer, Charles A. Stillings, ordering that thereafter he 'direct that in all Government publications of the Executive Departments the 300 words enumerated in circular No. 51 shall be spelled as therein set forth.' The President justified his order by citing some of the arguments advanced in several circulars2 issued by the Simplified Spelling Board. He also stated:",0,1
"Maj-Britt Mosegaard Hansen and Jacqueline Visconti (eds.): The Diachrony of Negation. Studies in Language Companion Series 160. Amsterdam: John Benjamins, 2014",0,1
"L'A. veut apporter du materiel lexical nouveau pour attester les contacts entre les langues hamito-semitiques et le caucasien du nord. Les isoglosses qui unissent les langues hamito-semitiques et le caucasien du nord appartiennent au vocabulaire d'une culture materielle et, occasionnellement, spirituelle. Elles semblent etre le reflet d'un contact important entre deux phylums au niveau des proto-langues",0,1
"Sibawayhi's Kitab: An Enunciative Approach to Syntax The Canonical Theory of Grammar: Syntax (Nahw) The Canonical Theory of Grammer: Morphology, Phonology, and Phonetics (Tasrif) Major Trends in the Study of Texts Rhetoric and Grammatical Semantics Metrics",0,1
"Born in the thirteenth century, the myth that the Jews betrayed the Visigoths and facilitated, or even provoked, the Islamic conquest of the Iberian Peninsula has proven to be one of the most enduring anti-Semitic myths in history. This article will show how the myth was created and how it was transmitted in Spanish historiography for centuries. This analysis is a contribution to the study of the influence that medieval anti-Jewish ideas have had in building the image of the Jews and their role in society throughout history.",0,1
"Previous research on the acquisition of noun classification systems (e.g. grammatical gender) has found that child learners rely disproportionately on phonological cues to determine the class of a new noun, even when competing semantic cues are more reliable in their language. Culbertson, gagliardi, and Smith (2017) use artificial language learning experiments with adults to argue that this likely results from the early availability of phonological information during acquisition. Learners base their initial representations on formal features of nouns, only later integrating semantic cues from noun meanings. Here, we use these same methods to show that early availability affects cue use in children (six- to seven-year-olds) as well. However, we also find evidence of developmental changes in sensitivity to semantics; when both cue types are simultaneously available, children are more likely to rely on phonology than adults are. our results suggest that both early availability and a bias favoring phonological cues contribute to children’s overreliance on phonology in natural language acquisition.*",0,1
"Este trabalho visa discutir as características do processo de autoavaliação da aprendizagem de inglês como língua estrangeira em um contexto tandem a distancia. Trata-se, mais especificamente, da apresentação de uma pesquisa na qual se analisam os dados coletados no ambiente teletandem (TELLES, 2005) por uma brasileira (aprendiz de inglês), durante suas interações via chat com dois parceiros norteamericanos (aprendizes de português). A análise enfoca as metas e estratégias de aprendizagem em relação aos parâmetros e critérios adotados pela brasileira em seu processo de autoavaliação.",0,1
"The paper describes the linear placement of Serbian clitics syntactically depending on an infinitive in the role of verbal, nominal, or adjectival complement (for short, infinitive clitics). Two linear placement options are in principle available for the infinitive clitics: local placement (in the second linear position [2P] of the infinitive phrase, where they form a cluster of their own) and clause-level placement (in the 2P of the clause, where they join clause-level clitics). Syntactic and prosodic conditions licensing these placement options are discussed and the corresponding clitic linearization rules proposed within a Meaning-Text dependency-based approach to syntax (Mel′čuk 1988, 2013; Polguère and Mel′čuk 2009). It is shown that clause-level placement of 2P clitics (unlike that of ad-verbal clitics of the Romance type) does not require the change of the syntactic governor of the clitics and should therefore be set apart from genuine clitic climbing. This is why the corresponding phenomenon is termed ""clitic pseudo-climbing"".",0,1
"El proposito de este trabajo es estudiar algunas de las manifestaciones de la subjetividad presentes en el genero articulo de investigacion cientifica, escrito en espanol. En un corpus de articulos procedentes de cuatro disciplinas (Historia, Linguistica, Geologia y Medicina), se relevan, asi en primer lugar las marcas de persona, quizas la huella mas evidente de la presencia del sujeto en el discurso. Se abordan luego los modos de referir la palabra ajena y las diferentes actitudes del locutor-autor frente a esas otras voces. En este marco, se analizan las comillas, marcas de la heterogeneidad mostrada marcada, que permiten al locutor desdoblar su discurso para comentar las palabras que emplea, al mismo tiempo que las utiliza. Se concluye que el articulo cientifico contiene marcas de subjetividad y polifonia de diferente tipo, y que dichas marcas pueden correlacionarse con la configuracion de ethos discursivos diferentes, segun las disciplinas",0,1
"This paper reports the first empirical results aiming to characterize argumentative practices in Chile. We described features of Chilean interpersonal arguing among university students, compared those results with others obtained in the United States, and also compared the associations among variables from country to country. Chilean men displayed more aggressive and self-oriented arguing profiles than Chilean women. Compared to U.S. Americans, Chileans were more motivated to argue and saw the practice of arguing as more cooperative and civil. Many results and correlational patterns were recognizable from one nation to the other, but some differences deserve notice. For example, several measures that are routinely seen as opposites in the U.S. (e.g., impulses to approach or avoid arguing) have only modest negative correlations in the Chilean data.",0,1
"<titre>R&#233;sum&#233;</titre>Dans cet article &#224; vis&#233;e d&#8217;applications en lexicologie ou enseignement de la traduction, l&#8217;h&#233;t&#233;rog&#233;n&#233;it&#233; des connecteurs est abord&#233;e par le biais de la comparaison des langues. Deux &#233;tudes sont propos&#233;es&#160;: la non-&#233;quivalence de mais / but quand mais &#224; l&#8217;initiale ne signale pas une alt&#233;rit&#233; argumentative&#160;; les faux amis actually / actuellement, qui ne correspondent quasiment jamais. Ces &#233;tudes sont compl&#233;mentaires par leur fa&#231;on d&#8217;aborder la non-litt&#233;ralit&#233; en traduction.L&#8217;emploi de mais en t&#234;te d&#8217;exclamative ou question rh&#233;torique ou avant une reprise elliptique en oui / non / si a &#233;t&#233; discut&#233; en linguistique de l&#8217;&#233;nonciation. On propose ici, &#224; partir d&#8217;arguments contrastifs, une analyse du mais connecteur, en tant que marqueur d&#8217;attitude &#233;nonciative. A propos de actually / actuellement, on d&#233;gage leurs propri&#233;t&#233;s partag&#233;es, afin de cerner ce qui demeure de leur h&#233;ritage commun. On tente d&#8217;expliquer pourquoi actually est aujourd&#8217;hui un connecteur, contrairement &#224; actuellement.",0,1
"Abstract Daesh’s centralized media operations provide a steady stream of media products to citizens living in and around its controlled territories, with the result that several nations occupied or adjacent to the group have emerged as many of the most fruitful recruiting grounds for new members. To better understand the argumentation strategies targeting such audiences, this study examines the 119 infographics in the first 50 issues of Daesh’s official weekly Arabic newsletter, al-Naba’ . The findings suggest that through a patterned application of statistical, historical, religious, and scientific arguments from authority to predictable topical areas, the infographics in al-Naba’ reinforce Daesh as a key source of information for the citizenry of the proclaimed caliphate.",0,1
